"Device","Context","Stream","Kernel","Correlation_ID","inst_per_warp","branch_efficiency","warp_execution_efficiency","warp_nonpred_execution_efficiency","inst_replay_overhead","shared_load_transactions_per_request","shared_store_transactions_per_request","local_load_transactions_per_request","local_store_transactions_per_request","gld_transactions_per_request","gst_transactions_per_request","shared_store_transactions","shared_load_transactions","local_load_transactions","local_store_transactions","gld_transactions","gst_transactions","sysmem_read_transactions","sysmem_write_transactions","l2_read_transactions","l2_write_transactions","global_hit_rate","local_hit_rate","gld_requested_throughput","gst_requested_throughput","gld_throughput","gst_throughput","local_memory_overhead","tex_cache_hit_rate","l2_tex_read_hit_rate","l2_tex_write_hit_rate","tex_cache_throughput","l2_tex_read_throughput","l2_tex_write_throughput","l2_read_throughput","l2_write_throughput","sysmem_read_throughput","sysmem_write_throughput","local_load_throughput","local_store_throughput","shared_load_throughput","shared_store_throughput","gld_efficiency","gst_efficiency","tex_cache_transactions","flop_count_dp","flop_count_dp_add","flop_count_dp_fma","flop_count_dp_mul","flop_count_sp","flop_count_sp_add","flop_count_sp_fma","flop_count_sp_mul","flop_count_sp_special","inst_executed","inst_issued","sysmem_utilization","stall_inst_fetch","stall_exec_dependency","stall_memory_dependency","stall_texture","stall_sync","stall_other","stall_constant_memory_dependency","stall_pipe_busy","shared_efficiency","inst_fp_32","inst_fp_64","inst_integer","inst_bit_convert","inst_control","inst_compute_ld_st","inst_misc","inst_inter_thread_communication","issue_slots","cf_issued","cf_executed","ldst_issued","ldst_executed","atomic_transactions","atomic_transactions_per_request","l2_atomic_throughput","l2_atomic_transactions","l2_tex_read_transactions","stall_memory_throttle","stall_not_selected","l2_tex_write_transactions","flop_count_hp","flop_count_hp_add","flop_count_hp_mul","flop_count_hp_fma","inst_fp_16","sysmem_read_utilization","sysmem_write_utilization","pcie_total_data_transmitted","pcie_total_data_received","inst_executed_global_loads","inst_executed_local_loads","inst_executed_shared_loads","inst_executed_surface_loads","inst_executed_global_stores","inst_executed_local_stores","inst_executed_shared_stores","inst_executed_surface_stores","inst_executed_global_atomics","inst_executed_global_reductions","inst_executed_surface_atomics","inst_executed_surface_reductions","inst_executed_shared_atomics","inst_executed_tex_ops","l2_global_load_bytes","l2_local_load_bytes","l2_surface_load_bytes","l2_local_global_store_bytes","l2_global_reduction_bytes","l2_global_atomic_store_bytes","l2_surface_store_bytes","l2_surface_reduction_bytes","l2_surface_atomic_store_bytes","global_load_requests","local_load_requests","surface_load_requests","global_store_requests","local_store_requests","surface_store_requests","global_atomic_requests","global_reduction_requests","surface_atomic_requests","surface_reduction_requests","sysmem_read_bytes","sysmem_write_bytes","l2_tex_hit_rate","texture_load_requests","unique_warps_launched","sm_efficiency","achieved_occupancy","ipc","issued_ipc","issue_slot_utilization","eligible_warps_per_cycle","tex_utilization","l2_utilization","shared_utilization","ldst_fu_utilization","cf_fu_utilization","special_fu_utilization","tex_fu_utilization","single_precision_fu_utilization","double_precision_fu_utilization","flop_hp_efficiency","flop_sp_efficiency","flop_dp_efficiency","dram_read_transactions","dram_write_transactions","dram_read_throughput","dram_write_throughput","dram_utilization","half_precision_fu_utilization","ecc_transactions","ecc_throughput","dram_read_bytes","dram_write_bytes"
,,,,,,%,%,%,,,,,,,,,,,,,,,,,,%,%,GB/s,GB/s,GB/s,GB/s,%,%,%,%,GB/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,B/s,B/s,GB/s,GB/s,%,%,,,,,,,,,,,,,,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,B/s,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,%,,,,%,,,,,,,,,,,%,%,%,,,GB/s,GB/s,,,,B/s,,
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",250,966.000000,100.000000,100.000000,99.792961,0.000971,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.636636,8.181832,163.636636,8.181832,0.000000,50.000000,100.000000,100.000000,163.636636,163.636636,8.181832,163.667318,8.185987,0.000000,1.636366,0.000000,0.000000,3927.279271,163.636636,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.992430,42.767730,6.895736,0.000000,19.788423,23.266912,0.262082,2.815508,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017576,1.193603,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.265065,0.946954,1.600764,1.605874,27.511941,1.809723,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.120193,0.000000,16,8,0.005114,0.002557,"Low (1)","Idle (0)",0,0.000000,512,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",251,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513632,25613,0.000000,0.000000,163.622599,8.181130,163.622599,8.181130,0.000000,50.000000,100.000000,100.000000,163.622599,163.622599,8.181130,164.144146,8.185284,0.000000,1.636226,0.000000,0.000000,3926.942368,163.622599,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.979114,42.656090,6.952371,0.000000,19.640004,23.317836,0.376870,2.786082,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017357,1.274277,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.604937,0.945851,1.577715,1.594071,27.309733,1.847181,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.093312,0.000000,0,8,0.000000,0.002557,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",252,966.000000,100.000000,100.000000,99.792961,0.000979,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.587515,8.179376,163.587515,8.179376,0.000000,50.000000,97.500000,100.000000,163.587515,163.587515,8.179376,163.618188,8.183529,0.000000,1.635875,0.000000,0.000000,3926.100363,163.587515,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188352,"Low (1)",2.971144,42.763796,7.010220,0.000000,19.732020,23.064922,0.392368,2.822935,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240832,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018072,1.224523,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.619048,0,6400,91.481393,0.946764,1.597867,1.599864,27.409475,1.822331,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.146878,0.000000,0,8,0.000000,0.002556,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",253,966.000000,100.000000,100.000000,99.792961,0.001017,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.655942,8.182797,163.655942,8.182797,0.000000,50.000000,97.500000,100.000000,163.655942,163.655942,8.182797,163.686627,8.186952,0.000000,1.636559,0.000000,0.000000,3927.742608,163.655942,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188322,"Low (1)",2.979200,42.828886,6.944859,0.000000,19.732499,23.008426,0.297216,2.965674,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240802,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017527,1.225712,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.619048,0,6400,91.391661,0.945711,1.602877,1.601440,27.436373,1.825703,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.127514,0.000000,0,8,0.000000,0.002557,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",254,966.000000,100.000000,100.000000,99.792961,0.000954,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,163.851009,8.192550,163.851009,8.192550,0.000000,50.000000,100.000000,100.000000,163.851009,163.851009,8.192550,163.886851,8.196711,0.000000,1.638510,0.000000,0.000000,3932.424216,163.851009,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188297,"Low (1)",3.213933,42.109492,8.059944,0.000000,19.470023,22.778354,0.259359,2.879643,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240777,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017652,1.211599,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.675081,0.945016,1.604118,1.605648,27.508361,1.827879,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.196386,0.000000,1456,4,0.465951,0.001280,"Low (1)","Idle (0)",0,0.000000,46592,128
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",255,966.000000,100.000000,100.000000,99.792961,0.000996,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.849250,8.192462,163.849250,8.192462,0.000000,50.000000,100.000000,100.000000,163.849250,163.849250,8.192462,164.002858,8.196623,0.000000,1.638492,0.000000,0.000000,3932.381989,163.849250,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188344,"Low (1)",3.084827,42.709130,7.018368,0.000000,19.860479,22.968855,0.260062,2.806477,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240824,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017181,1.274622,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.757705,0.945660,1.601234,1.602829,27.460475,1.851443,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.166361,0.000000,0,8,0.000000,0.002560,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",256,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,552360,25613,0.000000,0.000000,163.605055,8.180253,163.605055,8.180253,0.000000,50.000000,97.392188,100.000000,163.605055,163.605055,8.180253,176.501735,8.184407,0.000000,1.636050,0.000000,0.000000,3926.521321,163.605055,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188398,"Low (1)",3.062737,42.798195,6.861056,0.000000,19.704714,23.109968,0.265941,2.942000,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240876,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017143,1.238246,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.516369,0,6400,91.765222,0.945765,1.604988,1.604248,27.484565,1.838056,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.036750,0.000000,0,8,0.000000,0.002556,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",257,966.000000,100.000000,100.000000,99.792961,0.000998,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.447331,8.172367,163.447331,8.172367,0.000000,50.000000,100.000000,100.000000,163.447331,163.447331,8.172367,163.600563,8.176517,0.000000,1.634473,0.000000,0.000000,3922.735952,163.447331,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188571,"Low (1)",2.945985,42.497121,8.077562,0.000000,19.604335,22.535621,0.259763,2.871182,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240979,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018022,1.190409,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.538815,0.945645,1.601525,1.603124,27.465204,1.815722,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.115232,0.000000,1512,8,0.482680,0.002554,"Low (1)","Idle (0)",0,0.000000,48384,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",258,966.000000,100.000000,100.000000,99.792961,0.000976,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,163.431576,8.171579,163.431576,8.171579,0.000000,50.000000,100.000000,100.000000,163.431576,163.431576,8.171579,163.467326,8.175728,0.000000,1.634315,0.000000,0.000000,3922.357816,163.431576,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188536,"Low (1)",3.238756,42.573965,7.060980,0.000000,19.391405,23.156682,0.425164,2.879611,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4241014,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017758,1.255677,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.159297,0.947020,1.599138,1.600338,27.417851,1.846259,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.131077,0.000000,16,4,0.005107,0.001277,"Low (1)","Idle (0)",0,0.000000,512,128
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",259,966.000000,100.000000,100.000000,99.792961,0.000932,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.571732,8.178587,163.571732,8.178587,0.000000,50.000000,100.000000,100.000000,163.571732,163.571732,8.178587,163.725081,8.182740,0.000000,1.635716,0.000000,0.000000,3925.721579,163.571732,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188365,"Low (1)",2.940277,42.678737,7.702377,0.000000,19.606629,22.704276,0.258275,2.854768,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240824,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018197,1.236464,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.613629,0.947829,1.577694,1.582954,27.119557,1.818868,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.102031,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",260,966.000000,100.000000,100.000000,99.792961,0.000952,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512096,25613,0.000000,0.000000,163.685787,8.184289,163.685787,8.184289,0.000000,50.000000,100.000000,100.000000,163.685787,163.685787,8.184289,163.716478,8.188445,0.000000,1.636857,0.000000,0.000000,3928.458888,163.685787,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.977945,42.844246,6.942426,0.000000,19.712984,23.131702,0.262396,2.842486,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018810,1.267005,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.474883,0.946916,1.602088,1.578568,27.044146,1.823027,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.096841,0.000000,0,8,0.000000,0.002558,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",261,966.000000,100.000000,100.000000,99.792961,0.000982,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513704,25613,0.000000,0.000000,163.759568,8.187978,163.759568,8.187978,0.000000,50.000000,100.000000,19.296875,163.759568,163.759568,8.187978,164.304581,8.192136,0.000000,1.637595,0.000000,0.000000,3930.229641,163.759568,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188473,"Low (1)",2.963130,42.579551,6.931290,0.000000,19.847493,23.223739,0.498281,2.676723,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240947,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.015568,1.264224,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,96.156994,0,6400,91.514184,0.946934,1.597211,1.598780,27.391004,1.840377,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.041930,0.000000,1464,8,0.468250,0.002559,"Low (1)","Idle (0)",0,0.000000,46848,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",262,966.000000,100.000000,100.000000,99.792961,0.000960,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.484106,8.174205,163.484106,8.174205,0.000000,50.000000,97.271875,100.000000,163.484106,163.484106,8.174205,163.637373,8.178356,0.000000,1.634841,0.000000,0.000000,3923.618551,163.484106,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188267,"Low (1)",2.996513,43.188127,6.902536,0.000000,19.587665,22.782831,0.263055,3.025615,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240747,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.019095,1.234564,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,512,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,97.401786,0,6400,92.126519,0.946445,1.583614,1.601243,27.432824,1.827825,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.939658,0.000000,12281,22304,3.921383,7.121776,"Low (1)","Idle (0)",0,0.000000,392992,713728
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",263,966.000000,100.000000,100.000000,99.792961,0.000973,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.591023,8.179551,163.591023,8.179551,0.000000,50.000000,100.000000,100.000000,163.591023,163.591023,8.179551,163.744389,8.183705,0.000000,1.635910,0.000000,0.000000,3926.184548,163.591023,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188420,"Low (1)",2.949936,42.749238,6.885071,0.000000,19.637756,23.220518,0.389200,2.948155,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240900,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.017705,1.202421,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.688731,0.946442,1.603334,1.601517,27.437825,1.816174,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.917966,0.000000,0,8,0.000000,0.002556,"Low (1)","Idle (0)",0,0.000000,0,256
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",264,966.000000,100.000000,100.000000,99.792961,0.000969,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25613,0.000000,0.000000,163.757811,8.187891,163.757811,8.187891,0.000000,50.000000,100.000000,100.000000,163.757811,163.757811,8.187891,163.793633,8.192048,0.000000,1.637578,0.000000,0.000000,3930.187462,163.757811,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188320,"Low (1)",2.972243,42.850107,6.958175,0.000000,19.763872,23.019514,0.292722,2.884507,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240800,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018713,1.240147,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.460618,0.944740,1.601408,1.584765,27.150635,1.815920,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.963525,0.000000,19405,22476,6.206485,7.188712,"Low (1)","Idle (0)",0,0.000000,620960,719232
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",265,966.000000,100.000000,100.000000,99.792961,0.001033,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512480,25613,0.000000,0.000000,163.763083,8.188154,163.763083,8.188154,0.000000,50.000000,100.000000,100.000000,163.763083,163.763083,8.188154,163.916611,8.192312,0.000000,1.637630,0.000000,0.000000,3930.314003,163.763083,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",3.065390,42.784821,6.917198,0.000000,19.773841,23.134047,0.263023,2.850286,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.018612,1.192782,25600,0,0,0,0,0,"Idle (0)","Low (1)",0,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.234549,0.944187,1.591374,1.604589,27.489933,1.810718,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,11.997980,0.000000,0,0,0.000000,0.000000,"Idle (0)","Idle (0)",0,0.000000,0,0
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",266,966.000000,100.000000,100.000000,99.792961,0.000971,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,512112,25617,0.000000,0.000000,163.675252,8.183763,163.675252,8.183763,0.000000,50.000000,100.000000,100.000000,163.675252,163.675252,8.183763,163.711056,8.189197,0.000000,1.636752,0.000000,0.000000,3928.206053,163.675252,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188160,"Low (1)",2.940383,42.657426,7.980669,0.000000,19.395601,22.551691,0.258995,2.920601,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240640,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.020406,1.274228,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.549690,0.946737,1.601337,1.594960,27.324965,1.856523,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.115633,0.000000,0,12,0.000000,0.003836,"Low (1)","Idle (0)",0,0.000000,0,384
"Quadro P6000 (0)","1","7","void matrixMulCUDA<int=32>(float*, float*, float*, int, int)",267,966.000000,100.000000,100.000000,99.792961,0.000953,1.200000,1.000000,0.000000,0.000000,16.000016,4.000000,128000,3072000,0,0,2048002,25600,0,5,513192,25613,0.000000,0.000000,163.573486,8.178674,163.573486,8.178674,0.000000,50.000000,100.000000,100.000000,163.573486,163.573486,8.178674,163.954305,8.182828,0.000000,1.635735,0.000000,0.000000,3925.763663,163.573486,100.000000,100.000000,512000,0,0,0,0,131072000,0,65536000,0,0,6182400,6188294,"Low (1)",3.095934,43.062038,6.984576,0.000000,19.623855,22.877414,0.259900,2.847457,70.000000,65536000,0,28467200,0,2048000,94412800,6963200,0,4240765,76800,76800,3526400,3251200,0,0.000000,0.000000,0,512000,0.020361,1.228465,25600,0,0,0,0,0,"Idle (0)","Low (1)",512,0,128000,0,2560000,0,6400,0,128000,0,0,0,0,0,0,0,16384000,0,0,819200,0,0,0,0,0,512000,0,0,25600,0,0,0,0,0,0,0,160,100.000000,0,6400,91.730063,0.948747,1.600043,1.601569,27.438407,1.827321,"Low (1)","Low (1)","High (8)","Mid (4)","Low (1)","Idle (0)","Low (1)","Low (2)","Idle (0)",0.000000,12.147166,0.000000,0,8,0.000000,0.002556,"Low (1)","Idle (0)",0,0.000000,0,256
